gender,age,academic_pressure,cgpa,study_satisfaction,sleep_duration,dietary_habits,have_you_ever_had_suicidal_thoughts_,work_study_hours,financial_stress,family_history_of_mental_illness,degree_grouped,city_grouped
Female,24.0,5.0,5.42,3.0,'7-8 hours',Unhealthy,Yes,9.0,1.0,Yes,B.Arch,Vadodara
Male,33.0,2.0,7.15,4.0,'Less than 5 hours',Unhealthy,No,7.0,2.0,No,MCA,Delhi
Female,32.0,5.0,9.67,4.0,'Less than 5 hours',Moderate,Yes,0.0,4.0,Yes,B.Ed,Hyderabad
Female,18.0,2.0,6.79,3.0,'Less than 5 hours',Moderate,Yes,5.0,1.0,Yes,'Class 12',Bangalore
Male,34.0,1.0,5.81,3.0,'Less than 5 hours',Healthy,Yes,10.0,2.0,No,BSc,Visakhapatnam
Male,33.0,3.0,9.5,4.0,'Less than 5 hours',Moderate,No,8.0,2.0,Yes,MA,Meerut
Male,23.0,1.0,8.04,3.0,'Less than 5 hours',Healthy,Yes,10.0,4.0,Yes,MD,Agra
Male,25.0,3.0,5.85,3.0,'7-8 hours',Healthy,No,10.0,1.0,Yes,'Class 12',Lucknow
Male,20.0,4.0,8.17,2.0,'Less than 5 hours',Moderate,Yes,7.0,2.0,Yes,'Class 12',Kalyan
Male,19.0,5.0,5.74,4.0,'7-8 hours',Unhealthy,Yes,9.0,3.0,Yes,'Class 12',Chennai
Female,27.0,1.0,5.57,3.0,'7-8 hours',Healthy,No,2.0,1.0,No,BBA,Ahmedabad
Male,19.0,4.0,7.34,2.0,'More than 8 hours',Unhealthy,Yes,10.0,2.0,No,'Class 12',Kalyan
Female,19.0,4.0,9.44,1.0,'Less than 5 hours',Moderate,Yes,7.0,5.0,No,'Class 12',Thane
Male,18.0,4.0,8.17,4.0,'More than 8 hours',Unhealthy,No,11.0,1.0,No,'Class 12',Patna
Male,27.0,3.0,8.81,4.0,'7-8 hours',Unhealthy,No,4.0,3.0,No,BHM,Mumbai
Male,33.0,3.0,9.71,4.0,'Less than 5 hours',Unhealthy,Yes,8.0,1.0,Yes,Other,Meerut
Male,26.0,3.0,9.05,5.0,'More than 8 hours',Moderate,Yes,2.0,1.0,No,M.Ed,Jaipur
Male,23.0,3.0,6.03,5.0,'More than 8 hours',Moderate,No,4.0,1.0,Yes,B.Tech,Rajkot
Female,26.0,4.0,6.69,5.0,'More than 8 hours',Moderate,Yes,9.0,2.0,Yes,BCA,Agra
Male,27.0,3.0,7.9,5.0,'7-8 hours',Healthy,No,9.0,4.0,Yes,M.Pharm,Kolkata
Female,24.0,4.0,9.19,2.0,'5-6 hours',Healthy,Yes,7.0,4.0,No,B.Pharm,Pune
Male,34.0,3.0,5.71,5.0,'7-8 hours',Healthy,No,7.0,5.0,Yes,Other,Nagpur
Female,25.0,2.0,8.52,2.0,'7-8 hours',Unhealthy,No,10.0,5.0,No,B.Arch,Ghaziabad
Female,33.0,3.0,9.44,2.0,'7-8 hours',Unhealthy,No,12.0,5.0,No,MBA,Srinagar
Female,19.0,3.0,8.92,2.0,'7-8 hours',Unhealthy,Yes,7.0,4.0,No,'Class 12',Kanpur
Male,29.0,2.0,7.5,3.0,'Less than 5 hours',Healthy,Yes,4.0,2.0,Yes,B.Ed,Bangalore
Male,19.0,3.0,7.26,2.0,'7-8 hours',Unhealthy,No,12.0,5.0,No,'Class 12',Chennai
Male,22.0,1.0,9.96,5.0,'7-8 hours',Healthy,No,11.0,4.0,Yes,BCA,Srinagar
Male,21.0,5.0,7.85,1.0,'7-8 hours',Moderate,Yes,0.0,5.0,No,B.Ed,Kalyan
Female,34.0,1.0,8.95,2.0,'Less than 5 hours',Moderate,Yes,10.0,2.0,Yes,M.Ed,Varanasi
Male,20.0,3.0,9.06,4.0,'Less than 5 hours',Unhealthy,No,10.0,1.0,No,'Class 12',Ahmedabad
Female,29.0,5.0,7.35,2.0,'More than 8 hours',Moderate,Yes,0.0,2.0,Yes,MBBS,Surat
Male,23.0,4.0,5.24,3.0,'Less than 5 hours',Unhealthy,Yes,6.0,5.0,No,BSc,Patna
Female,18.0,3.0,8.35,2.0,'More than 8 hours',Unhealthy,Yes,10.0,3.0,Yes,'Class 12',Vasai-Virar
Male,19.0,2.0,7.15,1.0,'More than 8 hours',Moderate,No,6.0,5.0,Yes,'Class 12',Ahmedabad
Male,27.0,2.0,7.87,4.0,'7-8 hours',Unhealthy,Yes,10.0,4.0,Yes,M.Tech,Lucknow
Male,34.0,4.0,6.56,2.0,'More than 8 hours',Healthy,Yes,6.0,1.0,Yes,'Class 12',Mumbai
Female,22.0,3.0,7.1,1.0,'7-8 hours',Healthy,No,12.0,3.0,No,BE,Vasai-Virar
Male,27.0,3.0,9.37,5.0,'Less than 5 hours',Healthy,No,7.0,1.0,No,MBA,Pune
Female,30.0,1.0,7.22,4.0,'More than 8 hours',Unhealthy,No,2.0,3.0,Yes,M.Com,Thane
Female,34.0,3.0,7.53,3.0,'7-8 hours',Unhealthy,Yes,2.0,4.0,Yes,'Class 12',Ahmedabad
Male,27.0,2.0,8.95,5.0,'7-8 hours',Unhealthy,Yes,6.0,5.0,Yes,'Class 12',Hyderabad
Male,33.0,3.0,9.89,3.0,'Less than 5 hours',Moderate,Yes,11.0,1.0,No,LLB,Srinagar
Male,22.0,1.0,5.42,4.0,'More than 8 hours',Healthy,No,3.0,2.0,Yes,B.Com,Kalyan
Female,27.0,1.0,7.94,2.0,'More than 8 hours',Moderate,No,1.0,1.0,No,B.Arch,Varanasi
Male,28.0,3.0,8.83,3.0,'7-8 hours',Moderate,Yes,7.0,3.0,No,BBA,Mumbai
Female,28.0,5.0,9.79,3.0,'Less than 5 hours',Unhealthy,Yes,7.0,5.0,Yes,B.Ed,Patna
Male,32.0,4.0,8.74,1.0,'7-8 hours',Healthy,Yes,4.0,4.0,Yes,B.Tech,Thane
Male,20.0,3.0,7.13,5.0,'7-8 hours',Moderate,Yes,1.0,2.0,No,'Class 12',Nashik
Female,20.0,3.0,8.04,2.0,'More than 8 hours',Healthy,Yes,10.0,2.0,Yes,'Class 12',Jaipur
Female,19.0,4.0,8.04,1.0,'More than 8 hours',Unhealthy,Yes,12.0,5.0,Yes,'Class 12',Vadodara
Male,19.0,1.0,9.05,5.0,'7-8 hours',Moderate,No,2.0,4.0,No,'Class 12',Kolkata
Female,28.0,3.0,8.95,5.0,'More than 8 hours',Unhealthy,No,3.0,4.0,No,Other,Kolkata
Female,18.0,1.0,6.82,4.0,'Less than 5 hours',Healthy,No,5.0,1.0,No,'Class 12',Mumbai
Male,32.0,4.0,5.82,1.0,'7-8 hours',Moderate,Yes,10.0,5.0,No,Other,Lucknow
Female,34.0,1.0,9.43,2.0,'5-6 hours',Healthy,No,8.0,3.0,Yes,BBA,Kanpur
Male,21.0,2.0,6.51,4.0,'5-6 hours',Moderate,Yes,12.0,2.0,No,B.Tech,Kalyan
Male,26.0,5.0,8.27,2.0,'Less than 5 hours',Moderate,Yes,11.0,4.0,No,MCA,Visakhapatnam
Female,23.0,3.0,5.12,4.0,'Less than 5 hours',Moderate,No,5.0,2.0,Yes,MBA,Jaipur
Female,34.0,3.0,7.74,3.0,'7-8 hours',Moderate,Yes,11.0,4.0,Yes,B.Com,Nashik
Female,18.0,3.0,9.24,2.0,'5-6 hours',Moderate,Yes,12.0,1.0,Yes,'Class 12',Surat
Male,19.0,2.0,7.02,5.0,'More than 8 hours',Moderate,Yes,7.0,4.0,No,'Class 12',Varanasi
Male,27.0,1.0,7.22,2.0,'5-6 hours',Unhealthy,Yes,10.0,3.0,Yes,PhD,Ahmedabad
Female,31.0,4.0,9.43,4.0,'5-6 hours',Healthy,Yes,7.0,3.0,Yes,LLB,Bangalore
Male,27.0,3.0,9.89,4.0,'5-6 hours',Healthy,Yes,1.0,5.0,No,B.Arch,Lucknow
Male,27.0,5.0,7.38,5.0,'Less than 5 hours',Unhealthy,Yes,12.0,5.0,No,MSc,Mumbai
Male,27.0,3.0,8.14,4.0,'More than 8 hours',Moderate,No,10.0,3.0,Yes,B.Ed,Ahmedabad
Male,27.0,1.0,6.47,2.0,'5-6 hours',Unhealthy,No,8.0,2.0,Yes,BHM,Agra
Female,25.0,3.0,6.05,2.0,'Less than 5 hours',Moderate,Yes,8.0,4.0,No,B.Ed,Agra
Female,24.0,2.0,9.6,3.0,'Less than 5 hours',Unhealthy,Yes,1.0,5.0,No,MBA,Kanpur
Male,26.0,1.0,8.73,3.0,'Less than 5 hours',Healthy,No,8.0,4.0,Yes,B.Com,Agra
Male,25.0,1.0,7.83,3.0,'Less than 5 hours',Unhealthy,Yes,10.0,3.0,No,B.Arch,Nagpur
Female,28.0,5.0,5.6,3.0,'5-6 hours',Moderate,No,6.0,4.0,No,B.Arch,Patna
Female,31.0,5.0,7.91,3.0,'Less than 5 hours',Unhealthy,No,3.0,1.0,Yes,MBBS,Lucknow
Female,29.0,1.0,9.56,5.0,'More than 8 hours',Unhealthy,No,11.0,2.0,No,MCA,Surat
Female,31.0,3.0,8.96,2.0,'5-6 hours',Moderate,Yes,3.0,4.0,Yes,M.Com,Thane
Female,34.0,4.0,9.44,5.0,'Less than 5 hours',Healthy,No,4.0,1.0,Yes,Other,Bangalore
Female,33.0,3.0,7.72,4.0,'7-8 hours',Moderate,Yes,3.0,5.0,No,Other,Indore
Female,28.0,5.0,9.96,5.0,'5-6 hours',Moderate,Yes,10.0,3.0,No,B.Arch,Hyderabad
Male,23.0,4.0,6.78,3.0,'More than 8 hours',Healthy,Yes,3.0,4.0,Yes,B.Com,Vadodara
Male,24.0,2.0,9.21,1.0,'7-8 hours',Healthy,Yes,4.0,4.0,No,MBBS,Nashik
Female,21.0,3.0,9.39,5.0,'Less than 5 hours',Moderate,No,8.0,5.0,No,MA,Other
Female,32.0,5.0,7.92,5.0,'7-8 hours',Unhealthy,Yes,8.0,5.0,No,B.Com,Pune
Male,18.0,3.0,8.04,4.0,'More than 8 hours',Unhealthy,Yes,8.0,2.0,No,'Class 12',Ludhiana
Male,34.0,5.0,6.16,4.0,'7-8 hours',Moderate,No,4.0,2.0,Yes,BBA,Surat
Male,33.0,1.0,6.81,5.0,'More than 8 hours',Moderate,No,12.0,3.0,No,'Class 12',Varanasi
Male,25.0,3.0,6.37,2.0,'7-8 hours',Moderate,Yes,6.0,5.0,Yes,MSc,Bhopal
Female,24.0,3.0,8.08,5.0,'Less than 5 hours',Healthy,No,3.0,5.0,No,BBA,Delhi
Female,20.0,2.0,8.69,5.0,'More than 8 hours',Healthy,Yes,5.0,3.0,Yes,'Class 12',Lucknow
Female,28.0,5.0,9.54,5.0,'More than 8 hours',Unhealthy,Yes,8.0,3.0,Yes,B.Com,Agra
Male,31.0,5.0,8.58,1.0,'5-6 hours',Moderate,Yes,10.0,1.0,No,'Class 12',Patna
Male,20.0,1.0,7.88,3.0,'5-6 hours',Healthy,No,0.0,2.0,No,'Class 12',Nashik
Female,26.0,4.0,7.88,3.0,'7-8 hours',Unhealthy,No,10.0,5.0,Yes,BHM,Meerut
Female,28.0,3.0,5.86,2.0,'5-6 hours',Healthy,Yes,2.0,3.0,No,B.Arch,Vadodara
Female,29.0,1.0,9.84,5.0,'7-8 hours',Unhealthy,Yes,0.0,4.0,Yes,MBBS,Kalyan
Male,34.0,2.0,6.39,5.0,'5-6 hours',Healthy,Yes,7.0,4.0,Yes,BCA,Hyderabad
Male,21.0,3.0,9.84,3.0,'7-8 hours',Unhealthy,No,10.0,5.0,No,MCA,Bangalore
Male,29.0,4.0,8.59,4.0,'More than 8 hours',Moderate,Yes,7.0,4.0,Yes,B.Pharm,Srinagar
Male,29.0,1.0,5.84,5.0,'7-8 hours',Healthy,Yes,5.0,5.0,Yes,M.Tech,Vasai-Virar
Female,27.0,4.0,8.95,3.0,'5-6 hours',Unhealthy,Yes,11.0,4.0,Yes,MCA,Pune
Female,25.0,4.0,8.24,3.0,'More than 8 hours',Moderate,Yes,6.0,2.0,No,PhD,Visakhapatnam
Male,32.0,4.0,5.88,5.0,'7-8 hours',Moderate,Yes,8.0,4.0,No,BCA,Agra
Male,28.0,2.0,8.14,3.0,'7-8 hours',Healthy,No,0.0,1.0,No,B.Tech,Varanasi
Male,32.0,5.0,8.52,1.0,'5-6 hours',Moderate,No,11.0,5.0,No,B.Ed,Thane
Female,31.0,2.0,5.72,1.0,'7-8 hours',Unhealthy,Yes,7.0,2.0,No,LLB,Srinagar
Male,19.0,3.0,6.02,4.0,'Less than 5 hours',Moderate,No,10.0,3.0,Yes,'Class 12',Srinagar
Male,21.0,1.0,7.48,4.0,'Less than 5 hours',Moderate,No,3.0,1.0,Yes,B.Com,Bangalore
Female,24.0,2.0,7.08,2.0,'Less than 5 hours',Healthy,Yes,12.0,1.0,Yes,B.Arch,Vasai-Virar
Male,30.0,3.0,7.94,1.0,'5-6 hours',Unhealthy,Yes,5.0,3.0,Yes,Other,Jaipur
Male,21.0,5.0,7.22,1.0,'7-8 hours',Unhealthy,No,1.0,4.0,No,B.Arch,Jaipur
Female,26.0,1.0,5.26,4.0,'More than 8 hours',Healthy,Yes,2.0,5.0,No,BSc,Rajkot
Male,33.0,2.0,8.78,3.0,'Less than 5 hours',Healthy,Yes,12.0,1.0,Yes,PhD,Srinagar
Female,20.0,2.0,8.04,4.0,'7-8 hours',Healthy,Yes,6.0,5.0,Yes,'Class 12',Hyderabad
Female,21.0,5.0,8.9,5.0,'7-8 hours',Healthy,No,8.0,3.0,Yes,BCA,Visakhapatnam
Female,19.0,2.0,7.88,1.0,'Less than 5 hours',Healthy,No,6.0,1.0,No,'Class 12',Kalyan
Female,25.0,3.0,8.96,3.0,'5-6 hours',Healthy,Yes,11.0,5.0,No,M.Tech,Thane
Female,34.0,1.0,5.58,3.0,'More than 8 hours',Healthy,No,7.0,4.0,No,M.Com,Bangalore
Female,33.0,1.0,9.44,4.0,'5-6 hours',Healthy,No,0.0,1.0,Yes,Other,Visakhapatnam
Female,18.0,3.0,7.7,4.0,'Less than 5 hours',Moderate,Yes,4.0,4.0,No,'Class 12',Vadodara
Male,28.0,5.0,7.52,5.0,'7-8 hours',Unhealthy,No,2.0,1.0,No,PhD,Nashik
Male,20.0,2.0,8.32,3.0,'More than 8 hours',Moderate,No,5.0,3.0,No,'Class 12',Pune
Male,24.0,3.0,5.82,3.0,'7-8 hours',Unhealthy,Yes,0.0,1.0,Yes,MBA,Nagpur
Male,20.0,1.0,5.64,5.0,'5-6 hours',Healthy,No,2.0,3.0,No,'Class 12',Ludhiana
Male,26.0,1.0,6.0,2.0,'7-8 hours',Moderate,Yes,10.0,4.0,Yes,M.Pharm,Surat
Male,22.0,1.0,6.37,1.0,'5-6 hours',Healthy,Yes,7.0,2.0,Yes,MSc,Bhopal
Female,21.0,5.0,9.39,1.0,'5-6 hours',Moderate,Yes,0.0,5.0,Yes,M.Com,Thane
Male,23.0,5.0,9.93,2.0,'5-6 hours',Unhealthy,Yes,2.0,3.0,Yes,B.Tech,Thane
Male,21.0,5.0,7.77,1.0,'More than 8 hours',Healthy,Yes,6.0,2.0,Yes,MA,Nashik
Female,27.0,5.0,6.38,1.0,'More than 8 hours',Unhealthy,No,4.0,1.0,Yes,MA,Meerut
Male,19.0,2.0,8.9,3.0,'5-6 hours',Healthy,Yes,7.0,2.0,Yes,'Class 12',Vadodara
Female,18.0,5.0,9.34,4.0,'Less than 5 hours',Unhealthy,Yes,8.0,5.0,No,'Class 12',Rajkot
Female,19.0,2.0,7.1,5.0,'7-8 hours',Healthy,Yes,9.0,3.0,Yes,'Class 12',Delhi
Male,18.0,5.0,7.88,3.0,'7-8 hours',Moderate,No,1.0,2.0,Yes,'Class 12',Kolkata
Male,28.0,3.0,6.84,4.0,'More than 8 hours',Unhealthy,Yes,8.0,1.0,Yes,M.Pharm,Nagpur
Male,18.0,5.0,5.37,3.0,'7-8 hours',Unhealthy,Yes,6.0,5.0,Yes,'Class 12',Other
Female,18.0,3.0,5.16,2.0,'More than 8 hours',Healthy,Yes,10.0,3.0,Yes,'Class 12',Visakhapatnam
Female,34.0,3.0,5.9,5.0,'5-6 hours',Moderate,No,0.0,1.0,Yes,BE,Vadodara
Female,23.0,3.0,9.74,2.0,'Less than 5 hours',Unhealthy,No,7.0,1.0,No,M.Com,Hyderabad
Male,30.0,2.0,9.21,3.0,'Less than 5 hours',Healthy,No,7.0,2.0,No,MSc,Srinagar
Male,19.0,3.0,9.91,2.0,'Less than 5 hours',Unhealthy,No,12.0,4.0,Yes,'Class 12',Kolkata
Female,23.0,3.0,9.74,1.0,'5-6 hours',Unhealthy,Yes,8.0,4.0,No,MA,Kolkata
Male,20.0,1.0,5.56,4.0,'Less than 5 hours',Unhealthy,No,8.0,2.0,Yes,'Class 12',Nashik
Female,25.0,4.0,8.56,2.0,'5-6 hours',Moderate,Yes,8.0,1.0,No,MSc,Agra
Male,25.0,5.0,8.24,1.0,'7-8 hours',Healthy,Yes,12.0,3.0,No,BSc,Agra
Female,34.0,5.0,5.74,1.0,'7-8 hours',Healthy,No,10.0,1.0,Yes,MCA,Kanpur
Female,33.0,5.0,5.99,3.0,'Less than 5 hours',Moderate,Yes,3.0,5.0,Yes,B.Com,Pune
Female,33.0,1.0,5.56,4.0,'5-6 hours',Unhealthy,No,12.0,3.0,No,Other,Chennai
Female,32.0,1.0,9.11,4.0,'Less than 5 hours',Moderate,Yes,1.0,2.0,Yes,MBBS,Pune
Female,24.0,5.0,6.38,2.0,'More than 8 hours',Unhealthy,Yes,11.0,1.0,No,BCA,Bangalore
Male,24.0,4.0,9.54,5.0,'7-8 hours',Moderate,Yes,2.0,1.0,No,LLB,Patna
Male,34.0,1.0,6.16,4.0,'Less than 5 hours',Moderate,Yes,10.0,4.0,No,B.Tech,Nashik
Male,33.0,4.0,6.39,1.0,'Less than 5 hours',Unhealthy,Yes,12.0,4.0,Yes,MCA,Jaipur
Female,30.0,5.0,6.7,3.0,'Less than 5 hours',Healthy,Yes,10.0,5.0,Yes,MSc,Hyderabad
Female,28.0,4.0,7.91,3.0,'Less than 5 hours',Unhealthy,Yes,11.0,2.0,No,B.Arch,Bhopal
Male,28.0,3.0,5.45,3.0,'7-8 hours',Unhealthy,Yes,6.0,3.0,No,Other,Bangalore
Male,27.0,2.0,5.39,2.0,'Less than 5 hours',Healthy,No,5.0,4.0,No,MA,Delhi
Female,29.0,5.0,6.41,1.0,'7-8 hours',Unhealthy,Yes,11.0,2.0,No,Other,Vasai-Virar
Male,20.0,5.0,7.25,3.0,'5-6 hours',Unhealthy,Yes,7.0,5.0,No,'Class 12',Thane
Female,19.0,3.0,8.97,3.0,'5-6 hours',Healthy,Yes,12.0,4.0,No,'Class 12',Vasai-Virar
Female,34.0,5.0,5.76,3.0,'Less than 5 hours',Healthy,Yes,7.0,3.0,No,B.Arch,Meerut
Female,31.0,3.0,8.29,4.0,'7-8 hours',Healthy,No,0.0,1.0,No,M.Com,Indore
Female,23.0,5.0,9.93,2.0,'More than 8 hours',Moderate,Yes,6.0,5.0,No,B.Ed,Varanasi
Male,31.0,3.0,5.76,5.0,'7-8 hours',Moderate,Yes,9.0,5.0,Yes,M.Tech,Lucknow
Male,23.0,4.0,6.37,2.0,'Less than 5 hours',Moderate,No,11.0,5.0,Yes,B.Com,Thane
Female,27.0,3.0,8.08,1.0,'Less than 5 hours',Moderate,No,0.0,3.0,No,BHM,Vadodara
Female,20.0,3.0,6.16,2.0,'More than 8 hours',Healthy,Yes,5.0,3.0,Yes,'Class 12',Pune
Female,27.0,3.0,9.66,4.0,'5-6 hours',Moderate,No,12.0,1.0,Yes,B.Arch,Thane
Female,33.0,3.0,6.25,5.0,'More than 8 hours',Healthy,No,8.0,5.0,Yes,M.Tech,Jaipur
Male,21.0,1.0,9.93,4.0,'7-8 hours',Moderate,No,9.0,1.0,Yes,M.Com,Rajkot
Female,28.0,4.0,6.0,1.0,'7-8 hours',Healthy,No,3.0,1.0,No,B.Com,Ghaziabad
Male,33.0,3.0,6.63,4.0,'Less than 5 hours',Healthy,Yes,3.0,1.0,No,M.Com,Kanpur
Female,27.0,5.0,7.04,2.0,'Less than 5 hours',Moderate,Yes,10.0,3.0,No,MBA,Thane
Female,29.0,5.0,5.85,2.0,'5-6 hours',Healthy,No,10.0,3.0,Yes,B.Arch,Nashik
Female,21.0,5.0,8.91,4.0,'5-6 hours',Unhealthy,No,7.0,4.0,No,BHM,Vadodara
Female,23.0,5.0,9.6,3.0,'Less than 5 hours',Unhealthy,Yes,8.0,4.0,No,B.Tech,Hyderabad
Male,18.0,5.0,5.84,2.0,'Less than 5 hours',Unhealthy,Yes,11.0,4.0,No,'Class 12',Delhi
Male,30.0,4.0,5.79,2.0,'More than 8 hours',Moderate,Yes,11.0,5.0,No,M.Ed,Lucknow
Male,24.0,4.0,9.72,2.0,'5-6 hours',Healthy,Yes,7.0,5.0,Yes,MBBS,Vasai-Virar
Male,26.0,5.0,9.44,3.0,'More than 8 hours',Moderate,Yes,10.0,4.0,No,B.Tech,Chennai
Male,28.0,4.0,8.24,2.0,'More than 8 hours',Unhealthy,No,10.0,5.0,No,B.Arch,Lucknow
Female,31.0,5.0,7.99,3.0,'5-6 hours',Healthy,Yes,5.0,3.0,No,B.Ed,Thane
Male,21.0,1.0,5.85,2.0,'7-8 hours',Unhealthy,Yes,7.0,1.0,No,MA,Thane
Female,31.0,3.0,7.25,3.0,'5-6 hours',Unhealthy,Yes,6.0,4.0,Yes,M.Ed,Ahmedabad
Male,18.0,5.0,5.71,5.0,'5-6 hours',Healthy,Yes,10.0,2.0,Yes,'Class 12',Chennai
Female,32.0,4.0,6.78,2.0,'Less than 5 hours',Unhealthy,Yes,11.0,5.0,No,B.Com,Thane
Male,21.0,1.0,5.85,4.0,'Less than 5 hours',Moderate,No,4.0,2.0,No,MA,Kolkata
Male,23.0,3.0,7.47,2.0,'7-8 hours',Healthy,No,11.0,3.0,No,BCA,Thane
Female,28.0,2.0,9.63,1.0,'7-8 hours',Unhealthy,Yes,2.0,1.0,No,B.Ed,Hyderabad
Female,18.0,4.0,6.17,5.0,'More than 8 hours',Unhealthy,No,4.0,1.0,No,'Class 12',Patna
Female,34.0,5.0,5.74,3.0,'More than 8 hours',Moderate,Yes,10.0,2.0,Yes,B.Ed,Lucknow
Female,22.0,1.0,7.83,1.0,'Less than 5 hours',Healthy,No,7.0,4.0,No,MBA,Thane
Female,28.0,3.0,8.03,1.0,'7-8 hours',Moderate,Yes,10.0,3.0,No,B.Tech,Agra
Male,29.0,4.0,5.27,3.0,'More than 8 hours',Unhealthy,Yes,4.0,3.0,No,BCA,Lucknow
Male,23.0,3.0,10.0,1.0,'Less than 5 hours',Moderate,Yes,8.0,5.0,No,BSc,Patna
Male,34.0,2.0,7.64,3.0,'5-6 hours',Healthy,No,10.0,1.0,No,MD,Surat
Female,28.0,3.0,8.04,4.0,'Less than 5 hours',Healthy,No,7.0,3.0,No,BA,Agra
Female,28.0,4.0,5.37,2.0,'Less than 5 hours',Moderate,Yes,7.0,5.0,Yes,BHM,Vadodara
Female,23.0,5.0,6.03,3.0,'5-6 hours',Moderate,No,1.0,1.0,Yes,BE,Nagpur
Male,28.0,5.0,6.27,2.0,'7-8 hours',Healthy,No,12.0,1.0,No,BCA,Thane
Male,22.0,2.0,7.51,3.0,'7-8 hours',Moderate,Yes,7.0,3.0,Yes,BHM,Kanpur
Male,24.0,1.0,5.85,4.0,'Less than 5 hours',Moderate,No,3.0,2.0,No,B.Pharm,Hyderabad
Female,27.0,3.0,9.36,3.0,'More than 8 hours',Moderate,Yes,11.0,5.0,No,MBA,Nagpur
Male,22.0,5.0,6.7,1.0,'Less than 5 hours',Moderate,Yes,9.0,1.0,No,BA,Agra
Female,19.0,4.0,8.04,2.0,'5-6 hours',Unhealthy,No,8.0,5.0,Yes,'Class 12',Indore
Male,23.0,1.0,6.16,3.0,'5-6 hours',Healthy,No,3.0,2.0,Yes,BE,Agra
Male,19.0,3.0,6.7,2.0,'7-8 hours',Unhealthy,Yes,0.0,3.0,Yes,'Class 12',Pune
Male,24.0,3.0,5.74,2.0,'Less than 5 hours',Healthy,No,10.0,2.0,Yes,B.Arch,Srinagar
Male,22.0,1.0,7.09,3.0,'5-6 hours',Moderate,Yes,6.0,1.0,Yes,MBA,Thane
Male,34.0,4.0,5.99,2.0,'Less than 5 hours',Unhealthy,Yes,8.0,4.0,No,BA,Chennai
Male,20.0,5.0,8.04,4.0,'Less than 5 hours',Moderate,Yes,0.0,5.0,No,'Class 12',Srinagar
Female,22.0,4.0,5.42,2.0,'7-8 hours',Healthy,Yes,12.0,1.0,No,BCA,Delhi
Female,25.0,3.0,9.93,1.0,'5-6 hours',Healthy,Yes,10.0,2.0,Yes,BCA,Rajkot
Female,33.0,2.0,7.5,5.0,'7-8 hours',Moderate,No,4.0,3.0,No,BBA,Pune
Male,34.0,1.0,8.17,1.0,'Less than 5 hours',Healthy,No,4.0,4.0,No,M.Com,Agra
Male,23.0,3.0,9.91,4.0,'Less than 5 hours',Unhealthy,Yes,11.0,1.0,No,BSc,Kalyan
Female,21.0,1.0,8.24,3.0,'5-6 hours',Unhealthy,No,8.0,4.0,Yes,MSc,Srinagar
Female,23.0,4.0,8.0,1.0,'5-6 hours',Healthy,No,11.0,2.0,Yes,B.Tech,Other
Female,18.0,3.0,7.1,2.0,'5-6 hours',Unhealthy,Yes,3.0,3.0,No,'Class 12',Surat
Male,25.0,2.0,8.59,2.0,'Less than 5 hours',Moderate,Yes,7.0,4.0,No,B.Arch,Hyderabad
Female,22.0,4.0,8.04,2.0,'Less than 5 hours',Unhealthy,Yes,12.0,1.0,No,BCA,Nagpur
Male,19.0,3.0,9.21,1.0,'Less than 5 hours',Moderate,Yes,7.0,2.0,Yes,'Class 12',Ghaziabad
Female,31.0,5.0,8.7,1.0,'More than 8 hours',Healthy,Yes,12.0,3.0,No,B.Ed,Hyderabad
Female,32.0,4.0,8.27,4.0,'More than 8 hours',Unhealthy,Yes,12.0,5.0,Yes,PhD,Bhopal
Male,31.0,2.0,9.56,4.0,'Less than 5 hours',Healthy,No,1.0,1.0,Yes,B.Ed,Lucknow
Female,28.0,3.0,5.08,3.0,'7-8 hours',Unhealthy,Yes,9.0,2.0,No,M.Com,Surat
Female,25.0,2.0,6.03,3.0,'5-6 hours',Healthy,Yes,7.0,2.0,No,Other,Nagpur
Male,20.0,1.0,8.32,5.0,'7-8 hours',Healthy,No,4.0,3.0,No,'Class 12',Surat
Female,24.0,5.0,5.56,4.0,'Less than 5 hours',Unhealthy,Yes,4.0,3.0,Yes,LLB,Chennai
Male,20.0,4.0,6.25,3.0,'Less than 5 hours',Unhealthy,Yes,11.0,2.0,No,'Class 12',Kanpur
Female,26.0,5.0,7.25,3.0,'More than 8 hours',Unhealthy,Yes,7.0,3.0,Yes,LLB,Jaipur
Male,22.0,2.0,6.29,1.0,'5-6 hours',Healthy,Yes,8.0,5.0,Yes,B.Tech,Varanasi
Female,20.0,4.0,5.91,1.0,'More than 8 hours',Healthy,No,9.0,4.0,Yes,'Class 12',Pune
Female,19.0,1.0,8.74,1.0,'5-6 hours',Healthy,No,6.0,4.0,No,'Class 12',Hyderabad
Male,23.0,2.0,9.6,1.0,Others,Unhealthy,Yes,1.0,1.0,Yes,B.Arch,Nagpur
Male,20.0,4.0,7.0,5.0,'More than 8 hours',Moderate,Yes,10.0,5.0,No,'Class 12',Indore
Male,19.0,5.0,7.04,2.0,'7-8 hours',Healthy,Yes,7.0,5.0,No,'Class 12',Agra
Male,29.0,2.0,7.53,4.0,'Less than 5 hours',Unhealthy,Yes,12.0,5.0,No,LLB,Vasai-Virar
Female,21.0,1.0,7.09,1.0,'5-6 hours',Moderate,No,2.0,3.0,No,B.Com,Surat
